#ID = Agilent feature number
#COL = Column
#ROW = Row
#miRNA_ID = 
#PROBE NAME = Spot identifier
#CONTROL_TYPE = Control type
#ACCESSION_STRING = Accession String
#CHROMOSOMAL_LOCATION = Chromosomal Location
#DESCRIPTION = Description
#SPOT_ID = 
ID	COL	ROW	miRNA_ID	PROBE NAME	CONTROL_TYPE	ACCESSION_STRING	CHROMOSOMAL_LOCATION	DESCRIPTION	SPOT_ID
4298	70	98	hsa-miR-503	A_25_P00010657	FALSE	mir|hsa-miR-503|mir|MIMAT0002874	chrX:133508051-133508035	NA	
4299	70	96	hsa-miR-502-5p	A_25_P00010958	FALSE	mir|hsa-miR-502-5p|mir|MIMAT0002873|mir|hsa-miR-502_v9.1	chrX:049665963-049665981	NA	
4300	70	94	hsa-miR-501-5p	A_25_P00011045	FALSE	mir|hsa-miR-501-5p|mir|MIMAT0002872|mir|hsa-miR-501_v9.1	chrX:049661090-049661104	NA	
4301	70	92	hsa-miR-200c*	A_25_P00013467	FALSE	mir|hsa-miR-200c*|mir|MIMAT0004657	chr12:006943134-006943148	NA	
4302	70	90	hsa-let-7b*	A_25_P00013116	FALSE	mir|hsa-let-7b*|mir|MIMAT0004482	chr22:044888298-044888310	NA	
4303	70	88	hsa-miR-338-3p	A_25_P00012395	FALSE	mir|hsa-miR-338-3p|mir|MIMAT0000763	chr17:076714340-076714321	NA	
4304	70	86	hsa-miR-300	A_25_P00012886	FALSE	mir|hsa-miR-300|mir|MIMAT0004903	chr14:100577511-100577525	NA	
4305	70	84	hsa-miR-890	A_25_P00012920	FALSE	mir|hsa-miR-890|mir|MIMAT0004912	chrX:144883515-144883502	NA	
4306	70	82	hsa-miR-608	A_25_P00010265	FALSE	mir|hsa-miR-608|mir|MIMAT0003276	chr10:102724757-102724771	NA	
4307	70	80	hsa-miR-302b*	A_25_P00013513	FALSE	mir|hsa-miR-302b*|mir|MIMAT0000714	chr4:113789121-113789101	NA	
4308	70	78		hur_5	pos				CONTROL
4309	70	76	hsa-miR-194	A_25_P00011007	FALSE	mir|hsa-miR-194|mir|MIMAT0000460	chr1:218358157-218358142	NA	
4310	70	74		NA	ignore				-- ignore
4311	70	72	hsa-miR-452	A_25_P00014053	FALSE	mir|hsa-miR-452|mir|MIMAT0001635	chrX:150878790-150878774	NA	
4312	70	70	ebv-miR-BHRF1-2	A_25_P00013710	FALSE	mir|ebv-miR-BHRF1-2|mir|MIMAT0000997	unmapped	NA	
4313	70	68	hsa-miR-557	A_25_P00010344	FALSE	mir|hsa-miR-557|mir|MIMAT0003221	chr1:166611453-166611468	NA	
4314	70	66		NA	ignore				-- ignore
4315	70	64	hsa-miR-136*	A_25_P00013435	FALSE	mir|hsa-miR-136*|mir|MIMAT0004606	chr14:100420842-100420861	NA	
4316	70	62	hsa-let-7g*	A_25_P00013361	FALSE	mir|hsa-let-7g*|mir|MIMAT0004584	chr3:052277415-052277403	NA	
4317	70	60	hsa-miR-139-3p	A_25_P00012073	FALSE	mir|hsa-miR-139-3p|mir|MIMAT0004552	chr11:072003819-072003806	NA	
4318	70	58	hsa-miR-140-3p	A_25_P00012177	FALSE	mir|hsa-miR-140-3p|mir|MIMAT0004597	chr16:068524552-068524566	NA	
4319	70	56		NA	ignore				-- ignore
4320	70	54	hsa-miR-503	A_25_P00014885	FALSE	mir|hsa-miR-503|mir|MIMAT0002874	chrX:133508051-133508034	NA	
4321	70	52	hsa-miR-181a-2*	A_25_P00013314	FALSE	mir|hsa-miR-181a-2*|mir|MIMAT0004558	chr9:126494624-126494639	NA	
4322	70	50	hiv1-miR-N367	A_25_P00013820	FALSE	mir|hiv1-miR-N367|mir|MIMAT0004478	unmapped	NA	
4323	70	48	hsa-miR-15b*	A_25_P00013368	FALSE	mir|hsa-miR-15b*|mir|MIMAT0004586	chr3:161605130-161605148	NA	
4324	70	46	hsa-miR-576-5p	A_25_P00012734	FALSE	mir|hsa-miR-576-5p|mir|MIMAT0003241	chr4:110629318-110629339	NA	
4325	70	44	hcmv-miR-US33-5p	A_25_P00011750	FALSE	mir|hcmv-miR-US33-5p|mir|MIMAT0001584|mir|hcmv-miR-US33_v9.1	unmapped	NA	
4326	70	42	hsa-miR-133b	A_25_P00010964	FALSE	mir|hsa-miR-133b|mir|MIMAT0000770|mir|hsa-miR-133b_v9.1	chr6:052121749-052121766	NA	
4327	70	40	hsa-miR-487a	A_25_P00010090	FALSE	mir|hsa-miR-487a|mir|MIMAT0002178	chr14:100588591-100588605	NA	
4328	70	38	ebv-miR-BART6-3p	A_25_P00011870	FALSE	mir|ebv-miR-BART6-3p|mir|MIMAT0003415	unmapped	NA	
4329	70	36	hsa-miR-1234	A_25_P00014954	FALSE	mir|hsa-miR-1234|mir|MIMAT0005589	chr8:145596365-145596354	NA	
4330	70	34	hsa-miR-224	A_25_P00012134	FALSE	mir|hsa-miR-224|mir|MIMAT0000281	chrX:150877733-150877714	NA	
4331	70	32		hur_6	pos				CONTROL
4332	70	30	hsa-miR-129-5p	A_25_P00010754	FALSE	mir|hsa-miR-129-5p|mir|MIMAT0000242|mir|hsa-miR-129_v9.1	chr11:043559541-043559554	NA	
4333	70	28	hsa-miR-330-5p	A_25_P00012345	FALSE	mir|hsa-miR-330-5p|mir|MIMAT0004693	chr19:050834130-050834117	NA	
4334	70	26	hsa-miR-33b*	A_25_P00013648	FALSE	mir|hsa-miR-33b*|mir|MIMAT0004811	chr17:017657949-017657939	NA	
4335	70	24	hsa-miR-513c	A_25_P00014972	FALSE	mir|hsa-miR-513c|mir|MIMAT0005789	chrX:146078948-146078931	NA	
4336	70	22	hsa-miR-941	A_25_P00013093	FALSE	mir|hsa-miR-941|mir|MIMAT0004984	chr20:062021608-062021621	NA	
4337	70	20	hsa-miR-362-3p	A_25_P00012312	FALSE	mir|hsa-miR-362-3p|mir|MIMAT0004683	chrX:049660355-049660374	NA	
4338	70	18	hsa-miR-924	A_25_P00013055	FALSE	mir|hsa-miR-924|mir|MIMAT0004974	chr18:035456107-035456088	NA	
4339	70	16	hsa-miR-1229	A_25_P00014942	FALSE	mir|hsa-miR-1229|mir|MIMAT0005584	chr5:179157952-179157940	NA	
4340	70	14	hsa-miR-135b	A_25_P00012382	FALSE	mir|hsa-miR-135b|mir|MIMAT0000758	chr1:203684090-203684069	NA	
4341	70	12	hsa-miR-200a*	A_25_P00011012	FALSE	mir|hsa-miR-200a*|mir|MIMAT0001620	chr1:001093129-001093142	NA	
4342	70	10	hsa-miR-548a-5p	A_25_P00012780	FALSE	mir|hsa-miR-548a-5p|mir|MIMAT0004803	chr8:105565818-105565800	NA	
4343	70	8	hsa-miR-302d	A_25_P00010162	FALSE	mir|hsa-miR-302d|mir|MIMAT0000718	chr4:113788674-113788656	NA	
4344	70	6	hsa-miR-30e	A_25_P00012301	FALSE	mir|hsa-miR-30e|mir|MIMAT0000692	chr1:040992635-040992651	NA	
4345	70	4		NA	ignore				-- ignore
4346	70	2	hsa-miR-575	A_25_P00014896	FALSE	mir|hsa-miR-575|mir|MIMAT0003240	chr4:083893592-083893575	NA	
4347	70	163	hsa-miR-328	A_25_P00010262	FALSE	mir|hsa-miR-328|mir|MIMAT0000752	chr16:065793793-065793776	NA	
4348	70	161		NA	ignore				-- ignore
4349	70	159	hcmv-miR-US25-1	A_25_P00011840	FALSE	mir|hcmv-miR-US25-1|mir|MIMAT0001581	unmapped	NA	
4350	70	157	hsa-miR-30c-2*	A_25_P00013287	FALSE	mir|hsa-miR-30c-2*|mir|MIMAT0004550	chr6:072143451-072143433	NA	
4351	70	155	hsa-miR-570	A_25_P00012721	FALSE	mir|hsa-miR-570|mir|MIMAT0003235	chr3:196911514-196911532	NA	
4352	70	153	hsa-miR-520e	A_25_P00010560	FALSE	mir|hsa-miR-520e|mir|MIMAT0002825	chr19:058870833-058870850	NA	
4353	70	151		NA	ignore				-- ignore
4354	70	149	hsa-miR-942	A_25_P00013099	FALSE	mir|hsa-miR-942|mir|MIMAT0004985	chr1:117438802-117438821	NA	
4355	70	147		NA	ignore				-- ignore
4356	70	145	hsa-miR-518a-3p	A_25_P00011008	FALSE	mir|hsa-miR-518a-3p|mir|MIMAT0002863|mir|hsa-miR-518a_v9.1	chr19:058926126-058926143	NA	
4357	70	143	hsa-miR-184	A_25_P00010237	FALSE	mir|hsa-miR-184|mir|MIMAT0000454	chr15:077289238-077289258	NA	
4358	70	141		NegativeControl	neg				CONTROL
4359	70	139	hsa-miR-28-5p	A_25_P00010630	FALSE	mir|hsa-miR-28-5p|mir|MIMAT0000085|mir|hsa-miR-28_v9.1	chr3:189889278-189889297	NA	
4360	70	137	hsa-miR-374a*	A_25_P00013522	FALSE	mir|hsa-miR-374a*|mir|MIMAT0004688	chrX:073423908-073423890	NA	
4361	70	135		NA	ignore				-- ignore
4362	70	133	hsa-miR-520d-3p	A_25_P00012588	FALSE	mir|hsa-miR-520d-3p|mir|MIMAT0002856	chr19:058915219-058915236	NA	
4363	70	131	hsa-miR-593	A_25_P00012777	FALSE	mir|hsa-miR-593|mir|MIMAT0004802	chr7:127509231-127509245	NA	
4364	70	129	hsa-miR-339-3p	A_25_P00012402	FALSE	mir|hsa-miR-339-3p|mir|MIMAT0004702	chr7:001029166-001029156	NA	
4365	70	127	hsa-miR-125b-1*	A_25_P00013394	FALSE	mir|hsa-miR-125b-1*|mir|MIMAT0004592	chr11:121475750-121475737	NA	
4366	70	125	hsa-miR-923	A_25_P00013051	FALSE	mir|hsa-miR-923|mir|MIMAT0004973	chr17:030502317-030502301	NA	
4367	70	123	hsa-miR-100	A_25_P00010475	FALSE	mir|hsa-miR-100|mir|MIMAT0000098	chr11:121528180-121528163	NA	
4368	70	121	hsa-miR-622	A_25_P00010806	FALSE	mir|hsa-miR-622|mir|MIMAT0003291	chr13:089681502-089681517	NA	
4369	70	119	hsa-miR-1226	A_25_P00014929	FALSE	mir|hsa-miR-1226|mir|MIMAT0005577	chr3:047866109-047866123	NA	
4370	70	117	hsa-miR-653	A_25_P00012845	FALSE	mir|hsa-miR-653|mir|MIMAT0003328	chr7:092950040-092950023	NA	
4371	70	115	hsa-miR-767-5p	A_25_P00011346	FALSE	mir|hsa-miR-767-5p|mir|MIMAT0003882	chrX:151312597-151312581	NA	
4372	70	113	hsa-miR-499-5p	A_25_P00012625	FALSE	mir|hsa-miR-499-5p|mir|MIMAT0002870	chr20:033041872-033041892	NA	
4373	70	111	hsa-miR-558	A_25_P00010452	FALSE	mir|hsa-miR-558|mir|MIMAT0003222	chr2:032610785-032610802	NA	
4374	70	109	hsa-miR-891b	A_25_P00012926	FALSE	mir|hsa-miR-891b|mir|MIMAT0004913	chrX:144890294-144890275	NA	
4375	70	107		NA	ignore				-- ignore
4376	70	105		NA	ignore				-- ignore
4377	70	103	hsa-miR-198	A_25_P00012059	FALSE	mir|hsa-miR-198|mir|MIMAT0000228	chr3:121597231-121597216	NA	
4378	70	101	hsa-miR-561	A_25_P00011295	FALSE	mir|hsa-miR-561|mir|MIMAT0003225	chr2:188870527-188870545	NA	
4379	70	99		NA	ignore				-- ignore
4380	70	97		NC2_00092197	neg				CONTROL
4381	70	95		NA	ignore				-- ignore
4382	70	93	hsa-miR-26b	A_25_P00012002	FALSE	mir|hsa-miR-26b|mir|MIMAT0000083	chr2:218975625-218975644	NA	
4383	70	91	hsa-miR-636	A_25_P00012828	FALSE	mir|hsa-miR-636|mir|MIMAT0003306	chr17:072244209-072244200	NA	
4384	70	89	hsa-miR-615-3p	A_25_P00012791	FALSE	mir|hsa-miR-615-3p|mir|MIMAT0003283	chr12:052714066-052714082	NA	
4385	70	87	hsa-miR-624	A_25_P00012807	FALSE	mir|hsa-miR-624|mir|MIMAT0004807	chr14:030553676-030553656	NA	
4386	70	85	hsa-miR-409-3p	A_25_P00010407	FALSE	mir|hsa-miR-409-3p|mir|MIMAT0001639|mir|hsa-miR-409-3p_v9.1	chr14:100601442-100601457	NA	
4387	70	83	hsa-miR-191	A_25_P00012205	FALSE	mir|hsa-miR-191|mir|MIMAT0000440	chr3:049033092-049033078	NA	
4388	70	81	hsa-miR-513b	A_25_P00014968	FALSE	mir|hsa-miR-513b|mir|MIMAT0005788	chrX:146088288-146088271	NA	
4389	70	79	hsa-miR-154	A_25_P00010584	FALSE	mir|hsa-miR-154|mir|MIMAT0000452	chr14:100595863-100595880	NA	
4390	70	77	hsa-miR-581	A_25_P00011285	FALSE	mir|hsa-miR-581|mir|MIMAT0003246	chr5:053283126-053283110	NA	
4391	70	75	hsa-miR-425	A_25_P00010977	FALSE	mir|hsa-miR-425|mir|MIMAT0003393|mir|hsa-miR-425-5p_v9.1	chr3:049032620-049032603	NA	
4392	70	73	kshv-miR-K12-2	A_25_P00011712	FALSE	mir|kshv-miR-K12-2|mir|MIMAT0002183	unmapped	NA	
4393	70	71	hsa-miR-654-3p	A_25_P00014342	FALSE	mir|hsa-miR-654-3p|mir|MIMAT0004814	chr14:100576362-100576380	NA	
4394	70	69	hsa-miR-146a	A_25_P00010078	FALSE	mir|hsa-miR-146a|mir|MIMAT0000449	chr5:159844960-159844978	NA	
4395	70	67	hsa-miR-557	A_25_P00010345	FALSE	mir|hsa-miR-557|mir|MIMAT0003221	chr1:166611454-166611468	NA	
4396	70	65	hsa-miR-10a	A_25_P00010470	FALSE	mir|hsa-miR-10a|mir|MIMAT0000253	chr17:044012242-044012223	NA	
4397	70	63	hsa-miR-499-3p	A_25_P00012627	FALSE	mir|hsa-miR-499-3p|mir|MIMAT0004772	chr20:033041915-033041930	NA	
4398	70	61	hsa-miR-518a-5p	A_25_P00012584	FALSE	mir|hsa-miR-518a-5p|mir|MIMAT0005457|mir|hsa-miR-520d-5p|mir|MIMAT0002855|mir|hsa-miR-527|mir|MIMAT0002862	chr19:058934420-058934433	NA	
4399	70	59	hsa-miR-7	A_25_P00012077	FALSE	mir|hsa-miR-7|mir|MIMAT0000252	chr19:004721714-004721734	NA	
4400	70	57		NA	ignore				-- ignore
4401	70	55	hsa-miR-21	A_25_P00010975	FALSE	mir|hsa-miR-21|mir|MIMAT0000076	chr17:055273418-055273437	NA	
4402	70	53		hur_5	pos				CONTROL
4403	70	51	hsa-miR-548b-3p	A_25_P00010123	FALSE	mir|hsa-miR-548b-3p|mir|MIMAT0003254|mir|hsa-miR-548b_v9.1	chr6:119431992-119431974	NA	
4404	70	49	hsa-miR-98	A_25_P00010048	FALSE	mir|hsa-miR-98|mir|MIMAT0000096	chrX:053599951-053599932	NA	
4405	70	47	hsa-miR-520h	A_25_P00014880	FALSE	mir|hsa-miR-520h|mir|MIMAT0002867	chr19:058937633-058937653	NA	
4406	70	45	hsa-miR-630	A_25_P00010248	FALSE	mir|hsa-miR-630|mir|MIMAT0003299	chr15:070666677-070666693	NA	
4407	70	43	hsa-miR-431*	A_25_P00013579	FALSE	mir|hsa-miR-431*|mir|MIMAT0004757	chr14:100417164-100417180	NA	
4408	70	41	hsa-miR-302b*	A_25_P00013513	FALSE	mir|hsa-miR-302b*|mir|MIMAT0000714	chr4:113789121-113789101	NA	
4409	70	39	hsa-miR-563	A_25_P00011427	FALSE	mir|hsa-miR-563|mir|MIMAT0003227	chr3:015890337-015890351	NA	
4410	70	37		NA	ignore				-- ignore
4411	70	35		NC2_00092197	neg				CONTROL
4412	70	33	hsa-miR-377	A_25_P00010125	FALSE	mir|hsa-miR-377|mir|MIMAT0000730	chr14:100598186-100598205	NA	
4413	70	31	hsa-miR-765	A_25_P00011342	FALSE	mir|hsa-miR-765|mir|MIMAT0003945	chr1:155172635-155172618	NA	
4414	70	29	hsa-miR-337-3p	A_25_P00012367	FALSE	mir|hsa-miR-337-3p|mir|MIMAT0000754	chr14:100410643-100410664	NA	
4415	70	27	hsa-let-7f	A_25_P00010089	FALSE	mir|hsa-let-7f|mir|MIMAT0000067	chrX:053600906-053600887	NA	
4416	70	25	hsa-miR-633	A_25_P00011123	FALSE	mir|hsa-miR-633|mir|MIMAT0003303	chr17:058375368-058375390	NA	
4417	70	23	hsa-miR-188-5p	A_25_P00012247	FALSE	mir|hsa-miR-188-5p|mir|MIMAT0000457	chrX:049654871-049654883	NA	
4418	70	21	hsa-miR-185*	A_25_P00013455	FALSE	mir|hsa-miR-185*|mir|MIMAT0004611	chr22:018400718-018400732	NA	
4419	70	19	hsa-miR-206	A_25_P00010529	FALSE	mir|hsa-miR-206|mir|MIMAT0000462	chr6:052117165-052117179	NA	
4420	70	17	hsa-miR-638	A_25_P00010402	FALSE	mir|hsa-miR-638|mir|MIMAT0003308	chr19:010690106-010690119	NA	
4421	70	15		NA	ignore				-- ignore
4422	70	13		NA	ignore				-- ignore
4423	70	11	hsa-miR-652	A_25_P00012834	FALSE	mir|hsa-miR-652|mir|MIMAT0003322	chrX:109185279-109185293	NA	
4424	70	9	hsa-miR-491-3p	A_25_P00012485	FALSE	mir|hsa-miR-491-3p|mir|MIMAT0004765	chr9:020706157-020706174	NA	
4425	70	7	hsa-miR-551b*	A_25_P00013618	FALSE	mir|hsa-miR-551b*|mir|MIMAT0004794	chr3:169752368-169752378	NA	
4426	70	5	hsa-miR-554	A_25_P00011288	FALSE	mir|hsa-miR-554|mir|MIMAT0003217	chr1:149784917-149784931	NA	
4427	70	3		NA	ignore				-- ignore
4428	70	1	hsa-miR-369-3p	A_25_P00010023	FALSE	mir|hsa-miR-369-3p|mir|MIMAT0000721	chr14:100601731-100601751	NA	
4429	69	164	hsa-miR-340*	A_25_P00013545	FALSE	mir|hsa-miR-340*|mir|MIMAT0000750	chr5:179374987-179374968	NA	
4430	69	162	hsa-miR-7-1*	A_25_P00013294	FALSE	mir|hsa-miR-7-1*|mir|MIMAT0004553	chr9:085774569-085774552	NA	
4431	69	160	hsa-miR-658	A_25_P00011265	FALSE	mir|hsa-miR-658|mir|MIMAT0003336	chr22:036570309-036570293	NA	
4432	69	158	hsa-miR-186*	A_25_P00013458	FALSE	mir|hsa-miR-186*|mir|MIMAT0004612	chr1:071305976-071305958	NA	
4433	69	156		NA	ignore				-- ignore
4434	69	154	hsa-miR-185*	A_25_P00013454	FALSE	mir|hsa-miR-185*|mir|MIMAT0004611	chr22:018400719-018400732	NA	
4435	69	152	hsa-miR-542-5p	A_25_P00012858	FALSE	mir|hsa-miR-542-5p|mir|MIMAT0003340	chrX:133503074-133503056	NA	
4436	69	150	hsa-miR-26b*	A_25_P00013198	FALSE	mir|hsa-miR-26b*|mir|MIMAT0004500	chr2:218975664-218975680	NA	
4437	69	148		NegativeControl	neg				CONTROL
4438	69	146	ebv-miR-BART14	A_25_P00011707	FALSE	mir|ebv-miR-BART14|mir|MIMAT0003426|mir|ebv-miR-BART14-3p_v9.1	unmapped	NA	
4439	69	144		NA	ignore				-- ignore
4440	69	142	hsa-miR-585	A_25_P00010962	FALSE	mir|hsa-miR-585|mir|MIMAT0003250	chr5:168623261-168623245	NA	
4441	69	140	hsa-miR-142-5p	A_25_P00014844	FALSE	mir|hsa-miR-142-5p|mir|MIMAT0000433	chr17:053763627-053763609	NA	
4442	69	138	kshv-miR-K12-11	A_25_P00011866	FALSE	mir|kshv-miR-K12-11|mir|MIMAT0002181	unmapped	NA	
4443	69	136	hsa-let-7g*	A_25_P00013363	FALSE	mir|hsa-let-7g*|mir|MIMAT0004584	chr3:052277415-052277401	NA	
4444	69	134	hsa-miR-518a-5p	A_25_P00012585	FALSE	mir|hsa-miR-518a-5p|mir|MIMAT0005457|mir|hsa-miR-520d-5p|mir|MIMAT0002855|mir|hsa-miR-527|mir|MIMAT0002862	chr19:058949102-058949116	NA	
4445	69	132	hsa-miR-147	A_25_P00010764	FALSE	mir|hsa-miR-147|mir|MIMAT0000251	chr9:122047143-122047127	NA	
4446	69	130	hsa-miR-450b-3p	A_25_P00012915	FALSE	mir|hsa-miR-450b-3p|mir|MIMAT0004910	chrX:133501949-133501928	NA	
4447	69	128	hsa-miR-610	A_25_P00011025	FALSE	mir|hsa-miR-610|mir|MIMAT0003278	chr11:028034959-028034973	NA	
4448	69	126	hsa-miR-450a	A_25_P00012436	FALSE	mir|hsa-miR-450a|mir|MIMAT0001545	chrX:133502075-133502057	NA	
4449	69	124	ebv-miR-BART17-5p	A_25_P00013769	FALSE	mir|ebv-miR-BART17-5p|mir|MIMAT0003715	unmapped	NA	
4450	69	122	hsa-miR-20a	A_25_P00010613	FALSE	mir|hsa-miR-20a|mir|MIMAT0000075	chr13:090801332-090801349	NA	
4451	69	120	hsa-miR-551a	A_25_P00011471	FALSE	mir|hsa-miR-551a|mir|MIMAT0003214	chr1:003467199-003467183	NA	
4452	69	118		NA	ignore				-- ignore
4453	69	116	hsa-miR-224	A_25_P00012133	FALSE	mir|hsa-miR-224|mir|MIMAT0000281	chrX:150877733-150877715	NA	
4454	69	114	hsa-miR-554	A_25_P00011287	FALSE	mir|hsa-miR-554|mir|MIMAT0003217	chr1:149784916-149784931	NA	
4455	69	112	hsa-miR-18b	A_25_P00014859	FALSE	mir|hsa-miR-18b|mir|MIMAT0001412	chrX:133131764-133131745	NA	
4456	69	110	hsa-miR-582-5p	A_25_P00014897	FALSE	mir|hsa-miR-582-5p|mir|MIMAT0003247|mir|hsa-miR-582_v9.1	chr5:059035226-059035206	NA	
4457	69	108	hsa-miR-628-3p	A_25_P00012818	FALSE	mir|hsa-miR-628-3p|mir|MIMAT0003297	chr15:053452510-053452497	NA	
4458	69	106		NA	ignore				-- ignore
4459	69	104	hsa-miR-668	A_25_P00011970	FALSE	mir|hsa-miR-668|mir|MIMAT0003881	chr14:100591396-100591412	NA	
4460	69	102	hsa-miR-141	A_25_P00010547	FALSE	mir|hsa-miR-141|mir|MIMAT0000432	chr12:006943584-006943600	NA	
4461	69	100	hsa-miR-191	A_25_P00012203	FALSE	mir|hsa-miR-191|mir|MIMAT0000440	chr3:049033092-049033080	NA	
4462	69	98	hsa-miR-184	A_25_P00010236	FALSE	mir|hsa-miR-184|mir|MIMAT0000454	chr15:077289237-077289258	NA	
4463	69	96	hsa-miR-642	A_25_P00011337	FALSE	mir|hsa-miR-642|mir|MIMAT0003312	chr19:050870047-050870062	NA	
4464	69	94	hsa-miR-591	A_25_P00011254	FALSE	mir|hsa-miR-591|mir|MIMAT0003259	chr7:095686944-095686929	NA	
4465	69	92	hsv1-miR-H1	A_25_P00011796	FALSE	mir|hsv1-miR-H1|mir|MIMAT0003744	unmapped	NA	
4466	69	90	hsa-miR-184	A_25_P00010236	FALSE	mir|hsa-miR-184|mir|MIMAT0000454	chr15:077289237-077289258	NA	
4467	69	88	hsa-miR-339-3p	A_25_P00012404	FALSE	mir|hsa-miR-339-3p|mir|MIMAT0004702	chr7:001029166-001029154	NA	
4468	69	86		NA	ignore				-- ignore
4469	69	84	hsa-miR-629	A_25_P00012821	FALSE	mir|hsa-miR-629|mir|MIMAT0004810	chr15:068158806-068158791	NA	
4470	69	82	hsa-miR-101*	A_25_P00013251	FALSE	mir|hsa-miR-101*|mir|MIMAT0004513	chr1:065296736-065296720	NA	
4471	69	80		NA	ignore				-- ignore
4472	69	78	hsa-miR-374a*	A_25_P00013523	FALSE	mir|hsa-miR-374a*|mir|MIMAT0004688	chrX:073423908-073423889	NA	
4473	69	76		hur_4	pos				CONTROL
4474	69	74	hsa-let-7f-2*	A_25_P00013138	FALSE	mir|hsa-let-7f-2*|mir|MIMAT0004487	chrX:053600956-053600936	NA	
4475	69	72	hsa-miR-367	A_25_P00010984	FALSE	mir|hsa-miR-367|mir|MIMAT0000719	chr4:113788543-113788524	NA	
4476	69	70	hsa-miR-574-3p	A_25_P00014895	FALSE	mir|hsa-miR-574-3p|mir|MIMAT0003239	chr4:038546114-038546129	NA	
4477	69	68	hsa-let-7e	A_25_P00011985	FALSE	mir|hsa-let-7e|mir|MIMAT0000066	chr19:056887861-056887879	NA	
4478	69	66		NegativeControl	neg				CONTROL
4479	69	64	hsa-let-7b	A_25_P00010070	FALSE	mir|hsa-let-7b|mir|MIMAT0000063	chr22:044888238-044888256	NA	
4480	69	62	hsa-miR-132*	A_25_P00013400	FALSE	mir|hsa-miR-132*|mir|MIMAT0004594	chr17:001899995-001899977	NA	
4481	69	60	hsa-miR-486-3p	A_25_P00012466	FALSE	mir|hsa-miR-486-3p|mir|MIMAT0004762	chr8:041637181-041637168	NA	
4482	69	58	hsa-miR-338-3p	A_25_P00012396	FALSE	mir|hsa-miR-338-3p|mir|MIMAT0000763	chr17:076714340-076714320	NA	
4483	69	56	hsa-miR-203	A_25_P00010628	FALSE	mir|hsa-miR-203|mir|MIMAT0000264	chr14:103653564-103653580	NA	
4484	69	54	hsa-miR-515-3p	A_25_P00012519	FALSE	mir|hsa-miR-515-3p|mir|MIMAT0002827	chr19:058880127-058880146	NA	
4485	69	52		NA	ignore				-- ignore
4486	69	50	hsa-miR-539	A_25_P00014892	FALSE	mir|hsa-miR-539|mir|MIMAT0003163	chr14:100583420-100583440	NA	
4487	69	48	hsa-miR-34b	A_25_P00012282	FALSE	mir|hsa-miR-34b|mir|MIMAT0004676	chr11:110888927-110888943	NA	
4488	69	46		NA	ignore				-- ignore
4489	69	44	hsa-miR-194*	A_25_P00013474	FALSE	mir|hsa-miR-194*|mir|MIMAT0004671	chr11:064415474-064415461	NA	
4490	69	42	hsa-miR-548d-5p	A_25_P00012838	FALSE	mir|hsa-miR-548d-5p|mir|MIMAT0004812	chr8:124429500-124429480	NA	
4491	69	40	ebv-miR-BART1-3p	A_25_P00013721	FALSE	mir|ebv-miR-BART1-3p|mir|MIMAT0003390	unmapped	NA	
4492	69	38	hsa-miR-587	A_25_P00011447	FALSE	mir|hsa-miR-587|mir|MIMAT0003253	chr6:107338713-107338728	NA	
4493	69	36		NC2_00079215	neg				CONTROL
4494	69	34	hsa-miR-218-2*	A_25_P00013340	FALSE	mir|hsa-miR-218-2*|mir|MIMAT0004566	chr5:168127816-168127806	NA	
4495	69	32		dmr_308	pos				CONTROL
4496	69	30	hsa-miR-520b	A_25_P00010563	FALSE	mir|hsa-miR-520b|mir|MIMAT0002843	chr19:058896336-058896353	NA	
4497	69	28	hsa-miR-15a	A_25_P00010467	FALSE	mir|hsa-miR-15a|mir|MIMAT0000068	chr13:049521290-049521271	NA	
4498	69	26	hsa-miR-559	A_25_P00011643	FALSE	mir|hsa-miR-559|mir|MIMAT0003223	chr2:047458335-047458353	NA	
4499	69	24	ebv-miR-BART9*	A_25_P00013807	FALSE	mir|ebv-miR-BART9*|mir|MIMAT0004816	unmapped	NA	
4500	69	22		NA	ignore				-- ignore
4501	69	20	hsa-miR-654-3p	A_25_P00014342	FALSE	mir|hsa-miR-654-3p|mir|MIMAT0004814	chr14:100576362-100576380	NA	
4502	69	18	hsa-miR-367	A_25_P00010984	FALSE	mir|hsa-miR-367|mir|MIMAT0000719	chr4:113788543-113788524	NA	
4503	69	16	hsa-miR-590-5p	A_25_P00010656	FALSE	mir|hsa-miR-590-5p|mir|MIMAT0003258|mir|hsa-miR-590_v9.1	chr7:073243480-073243500	NA	
4504	69	14	ebv-miR-BART13*	A_25_P00013812	FALSE	mir|ebv-miR-BART13*|mir|MIMAT0004818	unmapped	NA	
4505	69	12	hsa-miR-103	A_25_P00011005	FALSE	mir|hsa-miR-103|mir|MIMAT0000101	chr20:003846194-003846210	NA	
4506	69	10		dmr_316	pos				CONTROL
4507	69	8	hcmv-miR-UL22A*	A_25_P00011770	FALSE	mir|hcmv-miR-UL22A*|mir|MIMAT0001575	unmapped	NA	
4508	69	6		NA	ignore				-- ignore
4509	69	4	hcmv-miR-US25-1	A_25_P00011840	FALSE	mir|hcmv-miR-US25-1|mir|MIMAT0001581	unmapped	NA	
4510	69	2	hsa-miR-10b*	A_25_P00013306	FALSE	mir|hsa-miR-10b*|mir|MIMAT0004556	chr2:176723346-176723363	NA	
